Cliente_ID;Genero;Adulto_Mayor;Tiene_Pareja;Tiene_Dependientes;Antiguedad_Meses;Rango_Antiguedad;Servicio_Telefono;Multiples_Lineas;Servicio_Internet;Seguridad_Online;Respaldo_Online;Proteccion_Dispositivo;Soporte_Tecnico;Streaming_TV;Streaming_Peliculas;Tipo_Contrato;Facturacion_Papel;Metodo_Pago;Cargo_Mensual;Cargo_Total;Numero_Servicios;Ingreso_Riesgo;Estado_Churn;Churn
9442-JTWDL;Female;0;No;No;11;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,05;237,70;1;0,00;Activo;0
0979-PHULV;Male;0;Yes;Yes;69;49-72 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,45;7007,60;5;99,45;Churn;1
3067-SVMTC;Female;0;Yes;No;68;49-72 meses;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);55,90;3848,80;3;0,00;Activo;0
5495-GPSRW;Male;0;No;No;20;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,70;419,40;1;0,00;Activo;0
7606-BPHHN;Male;0;No;No;72;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,80;1468,75;1;0,00;Activo;0
4742-DRORA;Male;0;Yes;Yes;60;49-72 meses;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);95,40;5812,00;5;0,00;Activo;0
0111-KLBQG;Male;1;Yes;Yes;32;25-48 meses;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;93,95;2861,45;4;0,00;Activo;0
4800-VHZKI;Female;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,90;19,90;1;19,90;Churn;1
7989-CHGTL;Male;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,60;19,60;1;19,60;Churn;1
0334-GDDSO;Male;1;No;No;3;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,35;233,70;3;81,35;Churn;1
4163-NCJAK;Female;0;Yes;No;46;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);24,45;1066,15;2;0,00;Activo;0
5233-AOZUF;Female;0;Yes;No;29;25-48 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,95;2149,05;2;0,00;Activo;0
5973-EJGDP;Male;0;No;No;51;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;87,35;4473,00;5;0,00;Activo;0
1996-DBMUS;Female;1;Yes;No;48;25-48 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70,65;3545,05;1;0,00;Activo;0
7916-VCCPB;Female;0;Yes;Yes;16;13-24 meses;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);73,25;1195,75;2;0,00;Activo;0
4686-GEFRM;Male;0;Yes;No;70;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);98,70;6858,90;6;0,00;Activo;0
5249-QYHEX;Female;0;Yes;Yes;40;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,80;1024,70;2;0,00;Activo;0
0578-SKVMF;Female;0;Yes;Yes;22;13-24 meses;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;83,30;1845,90;3;83,30;Churn;1
5564-NEMQO;Female;1;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,30;75,30;2;75,30;Churn;1
2233-FAGXV;Female;0;Yes;Yes;5;0-12 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;24,30;132,25;2;0,00;Activo;0
5605-IYGFG;Female;0;No;No;7;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,85;515,45;1;0,00;Activo;0
7663-ZTEGJ;Male;0;No;Yes;29;25-48 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);100,55;2830,45;6;0,00;Activo;0
3935-TBRZZ;Male;0;Yes;Yes;44;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;25,70;1110,50;2;0,00;Activo;0
8111-BKVDS;Female;0;No;No;10;0-12 meses;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);40,70;449,30;3;0,00;Activo;0
2055-SIFSS;Female;1;Yes;No;55;49-72 meses;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);51,65;2838,55;2;0,00;Activo;0
2806-MLNTI;Male;1;Yes;No;52;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);105,10;5376,40;6;0,00;Activo;0
8734-DKSTZ;Female;0;Yes;Yes;10;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;85,95;858,60;3;0,00;Activo;0
4360-PNRQB;Male;0;No;No;18;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,60;1395,05;2;0,00;Activo;0
6152-ONASV;Female;0;Yes;No;68;49-72 meses;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);58,25;3975,70;4;0,00;Activo;0
9063-ZGTUY;Female;0;Yes;Yes;61;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,40;1182,55;1;19,40;Churn;1
7781-HVGMK;Female;0;Yes;Yes;72;49-72 meses;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);65,20;4784,45;6;0,00;Activo;0
2181-UAESM;Male;0;No;No;2;0-12 meses;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;53,45;119,50;3;0,00;Activo;0
2957-LOLHO;Male;0;No;No;12;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);45,40;518,90;1;45,40;Churn;1
6048-NJXHX;Male;0;Yes;No;41;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;19,75;899,45;1;0,00;Activo;0
2320-SLKMB;Female;0;No;No;26;25-48 meses;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);44,45;1183,80;3;0,00;Activo;0
4980-URKXC;Male;0;Yes;No;36;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,85;720,05;1;0,00;Activo;0
4376-KFVRS;Male;0;Yes;Yes;72;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,05;8468,20;8;0,00;Activo;0
5886-VLQVU;Male;0;Yes;No;35;25-48 meses;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);89,85;3161,20;4;0,00;Activo;0
3577-AMVUX;Male;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;55,05;55,05;3;0,00;Activo;0
0771-WLCLA;Female;0;Yes;Yes;16;13-24 meses;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;112,95;1882,55;7;0,00;Activo;0
5628-RKIFK;Female;1;No;No;49;49-72 meses;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);101,55;5070,40;5;0,00;Activo;0
0206-TBWLC;Female;0;Yes;No;54;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;114,65;6049,50;8;0,00;Activo;0
2937-FTHUR;Female;0;No;Yes;18;13-24 meses;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;64,80;1166,70;4;0,00;Activo;0
1910-FMXJM;Female;0;Yes;No;36;25-48 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;80,40;2937,65;2;0,00;Activo;0
7752-XUSCI;Female;0;No;No;60;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,90;6396,45;6;105,90;Churn;1
4110-PFEUZ;Female;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;69,55;69,55;1;69,55;Churn;1
0732-OCQOC;Female;0;Yes;Yes;52;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,05;1270,25;2;0,00;Activo;0
5168-MSWXT;Male;0;Yes;Yes;8;0-12 meses;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,75;759,55;4;0,00;Activo;0
1090-ESELR;Male;0;Yes;Yes;72;49-72 meses;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);105,50;7611,55;6;0,00;Activo;0
8592-PLTMQ;Female;0;No;No;64;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24,70;1642,75;2;0,00;Activo;0
5760-WRAHC;Female;1;No;No;22;13-24 meses;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;69,75;1545,40;5;0,00;Activo;0
8847-GEOOQ;Male;0;Yes;No;60;49-72 meses;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);60,20;3582,40;5;0,00;Activo;0
0256-LTHVJ;Female;0;Yes;Yes;28;25-48 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;81,05;2227,10;2;81,05;Churn;1
4785-FCIFB;Female;0;Yes;No;61;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,40;1417,90;2;0,00;Activo;0
8313-NDOIA;Female;0;No;No;24;13-24 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,15;2494,65;6;0,00;Activo;0
5149-CUZUJ;Male;0;Yes;Yes;28;25-48 meses;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);92,90;2768,35;5;0,00;Activo;0
0942-KOWSM;Female;0;Yes;Yes;30;25-48 meses;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);80,80;2369,30;6;0,00;Activo;0
4237-CLSMM;Male;0;Yes;No;2;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,00;38,00;1;0,00;Activo;0
1452-VOQCH;Male;0;No;No;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,10;75,10;2;0,00;Activo;0
4719-UMSIY;Male;0;No;Yes;6;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,65;100,90;1;0,00;Activo;0
6614-VBEGU;Female;0;Yes;No;24;13-24 meses;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);69,45;1614,05;4;0,00;Activo;0
0880-TKATG;Male;0;Yes;Yes;4;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101,15;385,90;5;101,15;Churn;1
3811-VBYBZ;Male;0;No;No;7;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,80;673,25;5;99,80;Churn;1
1480-BKXGA;Male;1;Yes;No;72;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);116,05;8404,90;8;0,00;Activo;0
2996-XAUVF;Male;0;No;No;70;49-72 meses;No;No phone service;DSL;No;No;No;Yes;No;Yes;Two year;Yes;Mailed check;40,05;2799,75;2;0,00;Activo;0
9076-AXYIK;Male;1;Yes;No;64;49-72 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;102,10;6538,45;6;0,00;Activo;0
5968-XQIVE;Male;0;Yes;Yes;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;One year;Yes;Electronic check;89,70;6588,95;4;0,00;Activo;0
8896-RAZCR;Female;0;No;Yes;44;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,90;868,10;1;0,00;Activo;0
4640-UHDOS;Female;0;Yes;Yes;13;13-24 meses;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;55,95;734,35;2;55,95;Churn;1
4933-IKULF;Female;1;No;No;17;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,65;330,60;1;0,00;Activo;0
3583-EKAPL;Male;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,00;55,00;2;55,00;Churn;1
1304-BCCFO;Male;0;Yes;No;9;0-12 meses;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;70,05;564,40;4;0,00;Activo;0
4104-PVRPS;Male;0;Yes;No;24;13-24 meses;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;53,60;1315,35;3;0,00;Activo;0
9399-APLBT;Female;0;Yes;Yes;1;0-12 meses;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,70;74,70;2;74,70;Churn;1
2359-KMGLI;Male;0;No;No;24;13-24 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,25;1861,50;3;80,25;Churn;1
3780-DDGSE;Male;1;Yes;Yes;35;25-48 meses;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;76,05;2747,20;5;0,00;Activo;0
4431-EDMIQ;Female;0;Yes;Yes;7;0-12 meses;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;75,70;554,05;6;0,00;Activo;0
0306-JAELE;Male;0;No;No;5;0-12 meses;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96,10;453,40;4;96,10;Churn;1
6227-HWPWX;Female;0;No;Yes;15;13-24 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69,00;994,80;1;69,00;Churn;1
0486-LGCCH;Male;0;Yes;Yes;11;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,65;225,75;1;0,00;Activo;0
0447-BEMNG;Female;0;Yes;No;48;25-48 meses;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);45,30;2145,00;3;45,30;Churn;1
4612-SSVHJ;Female;1;No;No;20;13-24 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;81,45;1671,60;2;0,00;Activo;0
5168-MQQCA;Female;0;Yes;No;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);108,50;8003,80;7;0,00;Activo;0
5949-XIKAE;Female;0;Yes;Yes;8;0-12 meses;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;83,55;680,05;3;83,55;Churn;1
7971-HLVXI;Male;0;Yes;Yes;72;49-72 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Two year;Yes;Credit card (automatic);84,50;6130,85;3;0,00;Activo;0
9094-AZPHK;Female;0;No;No;15;13-24 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,15;1415,00;5;0,00;Activo;0
3649-JPUGY;Male;0;No;No;72;49-72 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);88,60;6201,95;7;0,00;Activo;0
4472-LVYGI;Female;0;Yes;Yes;0;0-12 meses;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);52,55;0,00;4;0,00;Activo;0
8372-JUXUI;Male;0;No;Yes;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,35;74,35;2;74,35;Churn;1
3552-CTCYF;Male;0;Yes;Yes;63;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);104,80;6597,25;6;0,00;Activo;0
6778-YSNIH;Female;0;No;No;2;0-12 meses;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;59,00;114,15;3;0,00;Activo;0
0388-EOPEX;Female;0;Yes;No;2;0-12 meses;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,40;139,40;2;74,40;Churn;1
5756-OZRIO;Male;1;Yes;No;61;49-72 meses;Yes;Yes;DSL;No;Yes;No;No;No;Yes;One year;No;Bank transfer (automatic);64,05;3902,60;4;0,00;Activo;0
6579-JPICP;Male;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,40;20,40;1;0,00;Activo;0
8205-OTCHB;Male;0;No;No;22;13-24 meses;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);43,75;903,60;3;43,75;Churn;1
4134-BSXLX;Male;0;Yes;No;28;25-48 meses;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;60,90;1785,65;4;0,00;Activo;0
0505-SPOOW;Female;0;Yes;No;70;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,80;1397,65;1;0,00;Activo;0
6235-VDHOM;Female;1;No;No;5;0-12 meses;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;28,45;131,05;1;28,45;Churn;1
7783-YKGDV;Female;0;No;No;12;0-12 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);99,70;1238,45;6;99,70;Churn;1
4374-YMUSQ;Male;0;No;No;34;25-48 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);116,25;3899,05;8;0,00;Activo;0
4513-CXYIX;Female;1;Yes;No;71;49-72 meses;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;Yes;Credit card (automatic);80,70;5676,00;3;0,00;Activo;0
3957-HHLMR;Female;0;Yes;Yes;70;49-72 meses;Yes;Yes;DSL;Yes;No;No;No;No;Yes;One year;No;Bank transfer (automatic);65,20;4543,15;4;0,00;Activo;0
7803-XOCCZ;Female;0;Yes;Yes;52;49-72 meses;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);84,05;4326,80;4;0,00;Activo;0
5736-YEJAX;Male;0;No;Yes;69;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);79,45;5502,55;7;0,00;Activo;0
5609-CEBID;Female;1;No;No;20;13-24 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94,10;1782,40;5;94,10;Churn;1
8981-FJGLA;Male;0;No;Yes;11;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;78,00;851,80;3;0,00;Activo;0
7218-HKQFK;Male;0;Yes;No;2;0-12 meses;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;94,20;167,50;4;94,20;Churn;1
4636-QRJKY;Female;0;Yes;Yes;6;0-12 meses;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;80,50;502,85;3;80,50;Churn;1
1135-LMECX;Female;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;19,85;1;0,00;Activo;0
4332-MUOEZ;Male;1;Yes;Yes;20;13-24 meses;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);94,30;1818,30;5;0,00;Activo;0
8535-SFUTN;Male;0;No;No;61;49-72 meses;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,45;6300,15;6;0,00;Activo;0
5956-VKDTT;Female;1;Yes;No;5;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,35;334,80;2;74,35;Churn;1
8677-HDZEE;Female;0;No;No;56;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105,45;5916,95;6;0,00;Activo;0
2475-MROZF;Male;0;No;No;30;25-48 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);95,00;2852,40;6;0,00;Activo;0
9412-GHEEC;Male;0;No;No;40;25-48 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);104,80;4131,95;6;104,80;Churn;1
3482-ABPKK;Female;0;No;No;28;25-48 meses;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;54,30;1546,30;3;0,00;Activo;0
6705-LXORM;Female;1;Yes;No;5;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,05;302,60;1;0,00;Activo;0
0257-ZESQC;Female;1;Yes;No;27;25-48 meses;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,20;1929,35;2;75,20;Churn;1
7531-GQHME;Male;0;No;No;12;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,05;265,45;1;0,00;Activo;0
5174-ITUMV;Male;0;Yes;Yes;67;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;105,40;6989,45;6;0,00;Activo;0
4109-CYRBD;Male;1;Yes;No;29;25-48 meses;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;51,60;1442,00;2;0,00;Activo;0
0913-XWSCN;Male;0;Yes;Yes;55;49-72 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);85,50;4713,40;3;0,00;Activo;0
6825-UYPFK;Female;0;No;No;23;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,60;1758,60;2;75,60;Churn;1
8397-MVTAZ;Male;0;Yes;No;34;25-48 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,05;3480,00;5;100,05;Churn;1
0750-EBAIU;Male;0;No;No;52;49-72 meses;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Electronic check;91,25;4738,30;4;0,00;Activo;0
8606-CIQUL;Male;1;Yes;Yes;72;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);115,75;8399,15;8;0,00;Activo;0
3571-DPYUH;Male;0;Yes;Yes;58;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Credit card (automatic);94,70;5430,35;5;0,00;Activo;0
7601-GNDYK;Male;0;Yes;Yes;35;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,60;686,95;1;0,00;Activo;0
0356-OBMAC;Female;1;No;No;56;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);99,90;5706,30;6;0,00;Activo;0
8067-NIOYM;Female;0;Yes;Yes;24;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);21,10;490,65;1;0,00;Activo;0
1403-GYAFU;Male;0;Yes;Yes;70;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,05;1360,25;1;0,00;Activo;0
4234-XTNEA;Male;0;No;No;2;0-12 meses;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,95;174,45;2;0,00;Activo;0
1297-VQDRP;Male;1;Yes;Yes;68;49-72 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);107,15;7379,80;6;0,00;Activo;0
9282-IZGQK;Female;0;No;No;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,00;85,00;3;85,00;Churn;1
5348-CAGXB;Male;0;No;No;12;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,55;1021,75;4;0,00;Activo;0
0621-HJWXJ;Female;0;Yes;No;63;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);81,55;5029,05;3;0,00;Activo;0
5844-QVTAT;Female;0;Yes;Yes;33;25-48 meses;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check;58,45;1955,40;4;0,00;Activo;0
8905-IAZPF;Female;0;Yes;No;69;49-72 meses;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);95,65;6744,20;4;0,00;Activo;0
5394-MEITZ;Female;0;Yes;Yes;60;49-72 meses;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);80,60;4946,70;6;0,00;Activo;0
